,Unnamed: 0.1,Unnamed: 0,Product_Desc,First_part,Type,Type_2
226,389,389,ACOTRUST 100MG TABLETS 1*15,ACOTRUST100MG,TABLETS 1*15, STRIP OF 10 TABLETS
227,388,388,ACOTRUST 100 TABLETS 15^S,ACOTRUST100,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
228,389,389,ACOTRUST 100MG TABLETS 1*15,ACOTRUST100MG,TABLETS 1*15, STRIP OF 15 TABLETS
229,397,397,ACROTAC 10 CAPSULES 20^S,ACROTAC10,CAPSULES STRIP OF 20, STRIP OF 10 CAPSULES
230,397,397,ACROTAC 10 CAPSULES 20^S,ACROTAC10,CAPSULES STRIP OF 20, STRIP OF 20 CAPSULES
231,398,398,ACROTAC 25 CAPSULES 20^S,ACROTAC25,CAPSULES STRIP OF 20, STRIP OF 10 CAPSULES
232,398,398,ACROTAC 25 CAPSULES 20^S,ACROTAC25,CAPSULES STRIP OF 20, STRIP OF 20 CAPSULES
233,446,446,ACTPRO CAPSULES 10S,ACTPRO,STRIP OF 10 CAPSULESS, STRIP OF 10 TABLETS
234,446,446,ACTPRO CAPSULES 10S,ACTPRO,STRIP OF 10 CAPSULESS, STRIP OF 15 TABLETS
235,403,403,ACTAPRO OD TABLETS 10^S,ACTAPROOD,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
236,404,404,ACTIBILE 150 TABLETS 10^S,ACTIBILE150,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
237,405,405,ACTIBILE 300 TABLETS 10^S,ACTIBILE300,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
238,409,409,ACTIBILE 75 TABLETS 10^S,ACTIBILE75,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
239,410,410,ACTIBLOK IPR 25 TABLETS 10^S,ACTIBLOKIPR25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
240,411,411,ACTIBLOK IPR 50 TABLETS 10^S,ACTIBLOKIPR50,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
241,418,418,ACTIGUT CAPSULES 10^S,ACTIGUT,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
242,419,419,ACTIHEAL D TABLETS 10^S,ACTIHEALD,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
243,420,420,ACTIHEAL TABLETS 15^S,ACTIHEAL,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
244,419,419,ACTIHEAL D TABLETS 10^S,ACTIHEALD,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
245,420,420,ACTIHEAL TABLETS 15^S,ACTIHEAL,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
246,419,419,ACTIHEAL D TABLETS 10^S,ACTIHEALD,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
247,420,420,ACTIHEAL TABLETS 15^S,ACTIHEAL,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
248,426,426,ACTILIFE TABLETS 15^S,ACTILIFE,STRIP OF 15 TABLETS, BOTTLE OF 200 ML LIQUID
249,426,426,ACTILIFE TABLETS 15^S,ACTILIFE,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
250,432,432,ACTIS C2 TABLETS 10^S,ACTISC2,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
251,433,433,ACTIS C2 TABLETS 10^S,ACTISC2,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
252,440,440,ACTOID 10 TABLETS # 10S,ACTOID10,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
253,441,441,ACTOID 10 TABLETS 10^S,ACTOID10,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
254,442,442,ACTOID 25 TABLETS # 10S,ACTOID25,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
255,443,443,ACTOID 25 TABLETS 10^S,ACTOID25,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
256,445,445,ACTON-OR TABLETS 10^S,ACTON-OR,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
257,444,444,ACTON-OR PLUS TABLETS 10^S,ACTON-ORPLUS,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
258,453,453,ACUCAL TABLETS 10^S,ACUCAL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
259,455,455,ACUCLAV 1 GM TABLETS 1GM,ACUCLAV1GM,TABLETS 1GM, STRIP OF 6 TABLETS
260,457,457,ACUCLAV 625 TABLETS 6^S,ACUCLAV625,TABLETS STRIP OF 6, STRIP OF 10 TABLETS
261,458,458,ACUCLAV 625 TABLETS 10^S,ACUCLAV625,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
262,467,467,ACUPAT DROP 5ML,ACUPAT,DROP 5ML, BOTTLE OF 5 ML SOLUTION
263,470,470,ACUTRET 10 MG CAPSULES 10CAPSULES,ACUTRET10MG,CAPSULES, STRIP OF 10 CAPSULES
264,471,471,ACUTRET 10 MG CAPSULES 10^S,ACUTRET10MG,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
265,472,472,ACUTRET 10 MG CAPSULES(I) 10^S,ACUTRET10MG,CAPSULES(I) STRIP OF 10, STRIP OF 10 CAPSULES
266,473,473,ACUTRET 20 MG CAPSULES 10CAPSULES,ACUTRET20MG,CAPSULES, STRIP OF 10 CAPSULES
267,474,474,ACUTRET 20 MG CAPSULES(I) 10^S,ACUTRET20MG,CAPSULES(I) STRIP OF 10, STRIP OF 10 CAPSULES
268,475,475,ACUTRET 20 MG CAPSULES 10^S,ACUTRET20MG,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
269,476,476,ACUTRET 30 CAPSULES(I) 10^S,ACUTRET30,CAPSULES(I) STRIP OF 10, STRIP OF 10 CAPSULES
270,477,477,ACUTRET 30 CAPSULES 10^S,ACUTRET30,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
271,478,478,ACUTRET 5 CAPSULES 10^S,ACUTRET5,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
272,492,492,AD MELA TX CREAM 30ML,ADMELATX,CREAM 30ML, TUBE OF 30 GM CREAM
273,495,495,ADAFERIN 0.1%GEL # 15GM,ADAFERIN0.1%,GEL # 15GM, TUBE OF 15 GM GEL
274,496,496,ADAFERIN 0.1%GEL. 15GM,ADAFERIN0.1%,GEL. 15GM, TUBE OF 15 GM GEL
275,499,499,ADALENE NANOGEL 15GM,ADALENENANO,GEL 15GM, TUBE OF 15 GM GEL
276,500,500,ADAPEN GEL 15GM,ADAPEN,GEL 15GM, TUBE OF 15 GM GEL
277,501,501,ADAPERO GEL 15GM,ADAPERO,GEL 15GM, TUBE OF 15 G GEL
278,502,502,ADAPLE C GEL 15GM,ADAPLEC,GEL 15GM, TUBE OF 15G GEL
279,507,507,ADBOOST TABLETS 10T,ADBOOST,TABLETS 10T, STRIP OF 10 TABLETS
280,517,517,ADDEX OINTMENT 10GM,ADDEX,OINTMENT 10GM, BOTTLE OF 10 GM POWDER
281,518,518,ADDEX POWDER 10GM,ADDEX,POWDER 10GM, BOTTLE OF 10 GM POWDER
282,517,517,ADDEX OINTMENT 10GM,ADDEX,OINTMENT 10GM, TUBE OF 10 GM OINTMENT
283,518,518,ADDEX POWDER 10GM,ADDEX,POWDER 10GM, TUBE OF 10 GM OINTMENT
284,522,522,ADDTREX 50MG,ADDTREX50MG,, STRIP OF 10 TABLETS
285,523,523,ADDYZOA CAPSULES 20^S,ADDYZOA,CAPSULES STRIP OF 20, STRIP OF 20 CAPSULES
286,532,532,ADGAIN CAPSULES 1*10,ADGAIN,STRIP OF 10 CAPSULES, BLISTER PACK OF 10 CAPSULES
287,532,532,ADGAIN CAPSULES 1*10,ADGAIN,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
288,534,534,ADGAIN PLUS CAPSULES(10^S) 10S,ADGAINPLUS,CAPSULES(STRIP OF 10) 10S, BLISTER PACK OF 10 CAPSULES
289,535,535,ADGAIN PLUS CAPSULES(10^S) 1*10,ADGAINPLUS,CAPSULES(STRIP OF 10) 1*10, BLISTER PACK OF 10 CAPSULES
290,534,534,ADGAIN PLUS CAPSULES(10^S) 10S,ADGAINPLUS,CAPSULES(STRIP OF 10) 10S, PACK OF 30 CAPSULES
291,535,535,ADGAIN PLUS CAPSULES(10^S) 1*10,ADGAINPLUS,CAPSULES(STRIP OF 10) 1*10, PACK OF 30 CAPSULES
292,534,534,ADGAIN PLUS CAPSULES(10^S) 10S,ADGAINPLUS,CAPSULES(STRIP OF 10) 10S, STRIP OF 30 CAPSULES
293,535,535,ADGAIN PLUS CAPSULES(10^S) 1*10,ADGAINPLUS,CAPSULES(STRIP OF 10) 1*10, STRIP OF 30 CAPSULES
294,537,537,ADGRACE GLOW TABLETS 10^S,ADGRACEGLOW,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
295,538,538,ADGRACE HAIR TABLETS 10,ADGRACEHAIR,TABLETS 10, STRIP OF 10 TABLETS
296,547,547,ADIFF GEL 15GM,ADIFF,GEL 15GM, TUBE OF 15 GM GEL
297,550,550,ADILIP 135 TABLETS 10S,ADILIP135,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
298,551,551,ADILIP 45 TABLETS 10S,ADILIP45,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
299,562,562,ADLIV SYRUP TONIC 200ML,ADLIV,SYRUP TONIC 200ML, BOTTLE OF 200 ML SYRUP
300,563,563,ADMAX CAPSULES 10^S,ADMAX,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
301,566,566,ADMENTA 10 TABLETS 10^S,ADMENTA10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
302,567,567,ADMENTA 5 TABLETS 10^S,ADMENTA5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
303,577,577,ADNURVE SR TABLETS 10TABLETS,ADNURVESR,TABLETS, STRIP OF 10 TABLETS
304,580,580,ADOCLEAR HQ CREAM 50 ML,ADOCLEARHQ,CREAM 50 ML, TUBE OF 50 ML CREAM
305,581,581,ADOCLEAR HQ CREAM 50ML,ADOCLEARHQ,CREAM 50ML, TUBE OF 50 ML CREAM
306,584,584,ADONIA CREAM. 100GM,ADONIA,CREAM. 100GM, TUBE OF 100 GM CREAM
307,585,585,ADONIA SOAP 75GM,ADONIA,SOAP 75GM, TUBE OF 100 GM CREAM
308,596,596,ADTHYRA  TABLETS 10T,ADTHYRA,TABLETS 10T, STRIP OF 10 TABLETS
309,600,600,ADTROL K2 TABLETS 1*10,ADTROLK2,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
310,601,601,ADTROL K2 TABLETS 10,ADTROLK2,TABLETS 10, STRIP OF 10 TABLETS
311,603,603,ADTROL PLUS 10CAPSULES,ADTROLPLUS10,CAPSULES, STRIP OF 15 TABLETS
312,604,604,ADTROL PLUS CAPSULES NEW 15^S,ADTROLPLUS,CAPSULES NEW STRIP OF 15, STRIP OF 15 TABLETS
313,605,605,ADTROL PLUS TABLETS 15T,ADTROLPLUS,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
314,606,606,ADTROL XT TABLETS 15^S,ADTROLXT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
315,598,598,ADTROL HD TABLETS-18% 15^S,ADTROLHD,TABLETS-18% STRIP OF 15, STRIP OF 15 TABLETS
316,610,610,ADVAN CREAM 10GM,ADVAN,CREAM 10GM, TUBE OF 10 G CREAM
317,611,611,ADVAN CREAM 20GM,ADVAN,CREAM 20GM, TUBE OF 10 G CREAM
318,610,610,ADVAN CREAM 10GM,ADVAN,CREAM 10GM, TUBE OF 20 GM CREAM
319,611,611,ADVAN CREAM 20GM,ADVAN,CREAM 20GM, TUBE OF 20 GM CREAM
320,612,612,ADVAN INSTA GEL 20GM,ADVANINSTA,GEL 20GM, TUBE OF 20G CREAM
321,618,618,ADVASTAT 20 MG TABLETS 10^S,ADVASTAT20MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
322,635,635,ADVENT DROP 10ML,ADVENT,DROP 10ML, BOTTLE OF 5 ML SYRUP
323,635,635,ADVENT DROP 10ML,ADVENT,DROP 10ML, VIAL OF 150MG INJECTION
324,635,635,ADVENT DROP 10ML,ADVENT,DROP 10ML, VIAL OF 300MG INJECTION
325,635,635,ADVENT DROP 10ML,ADVENT,DROP 10ML, VIAL OF 600MG INJECTION
326,630,630,ADVENT 228.5 SYRUP 30ML,ADVENT228.5,SYRUP 30ML, BOTTLE OF 60ML DRY SYRUP
327,631,631,ADVENT 228.5 SYRUP 60ML,ADVENT228.5,SYRUP 60ML, BOTTLE OF 60ML DRY SYRUP
328,633,633,ADVENT 625 TABLETS 6,ADVENT625,TABLETS 6, STRIP OF 10 TABLETS
329,634,634,ADVENT 625 TABLETS 10^S,ADVENT625,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
330,647,647,ADVOG M 0.2 TABLETS 10^S,ADVOGM0.2,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
331,650,650,ADVOG M 0.3 TABLETS 10^S,ADVOGM0.3,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
332,647,647,ADVOG M 0.2 TABLETS 10^S,ADVOGM0.2,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
333,643,643,ADVOG 0.2 MG TABLETS 10^S,ADVOG0.2MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
334,647,647,ADVOG M 0.2 TABLETS 10^S,ADVOGM0.2,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
335,650,650,ADVOG M 0.3 TABLETS 10^S,ADVOGM0.3,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
336,650,650,ADVOG M 0.3 TABLETS 10^S,ADVOGM0.3,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
337,663,663,AERODIL LS SYRUP 100ML,AERODILLS,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
338,666,666,AEROMONT B TABLETS 10S,AEROMONTB,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
339,666,666,AEROMONT B TABLETS 10S,AEROMONTB,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
340,668,668,AEROTROP CAPSULES 15^S,AEROTROP,STRIP OF 15 CAPSULES, BOTTLE OF 15 CAPSULES
341,669,669,AEROTROP F CAPSULES 15^S,AEROTROPF,STRIP OF 15 CAPSULES, BOTTLE OF 15 CAPSULES
342,668,668,AEROTROP CAPSULES 15^S,AEROTROP,STRIP OF 15 CAPSULES, PACK OF 1 INHALER
343,669,669,AEROTROP F CAPSULES 15^S,AEROTROPF,STRIP OF 15 CAPSULES, PACK OF 1 INHALER
344,669,669,AEROTROP F CAPSULES 15^S,AEROTROPF,STRIP OF 15 CAPSULES, STRIP OF 15 CAPSULES
345,682,682,AF-C POWDER 100GM,AF-C,POWDER 100GM, BOTTLE OF 100GM DUSTING POWDER
346,689,689,AFDERM MN OINTMENT 15GM,AFDERMMN,OINTMENT 15GM, TUBE OF 15G CREAM
347,689,689,AFDERM MN OINTMENT 15GM,AFDERMMN,OINTMENT 15GM, TUBE OF 7.5G CREAM
348,694,694,AFDURA TABLETS 10^S,AFDURA,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
349,695,695,AFENAC P TABLETS 10S,AFENACP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
350,699,699,AFITRA 200 CAPSULES 1*10,AFITRA200,STRIP OF 10 CAPSULES, STRIP OF 4 CAPSULES
351,708,708,AF-KIT 4 TABLETS,AF-KIT4,TABLETS, STRIP OF 4 TABLETS
352,709,709,AFLAB 2 CAPSULES 10^S,AFLAB2,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
353,711,711,AFOGATRAN 110 CAPSULES 10^S,AFOGATRAN110,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
354,712,712,AFOGATRAN 150 CAPSULES 10^S,AFOGATRAN150,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
355,711,711,AFOGATRAN 110 CAPSULES 10^S,AFOGATRAN110,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
356,712,712,AFOGATRAN 150 CAPSULES 10^S,AFOGATRAN150,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
357,713,713,AFOGATRAN 75 CAPSULES 10^S,AFOGATRAN75,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
358,718,718,AFOGLIP TABLETS 10^S,AFOGLIP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
359,719,719,AFOGLIP TABLETS 15^S,AFOGLIP,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
360,714,714,AFOGLIP M 1000 TABLETS 10^S,AFOGLIPM1000,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
361,715,715,AFOGLIP M 1000 TABLETS 15S,AFOGLIPM1000,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
362,714,714,AFOGLIP M 1000 TABLETS 10^S,AFOGLIPM1000,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
363,715,715,AFOGLIP M 1000 TABLETS 15S,AFOGLIPM1000,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
364,717,717,AFOGLIP M 500 TABLETS 10^S,AFOGLIPM500,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
365,717,717,AFOGLIP M 500 TABLETS 10^S,AFOGLIPM500,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
366,720,720,AFPIN CL CAPSULES 10;S,AFPINCL,STRIP OF 10 CAPSULES;S, STRIP OF 10 CAPSULES
367,731,731,AGELESS TABLETS # 10S,AGELESS,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
368,732,732,AGELESS TABLETS 10^S,AGELESS,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
369,736,736,AGINAL AT TABLETS 15S,AGINALAT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
370,746,746,AGOPREX TABLETS 10^S,AGOPREX,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
371,770,770,AIR 120MG TABLETS 10^S,AIR120MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
372,784,784,AIRTEC FB 100 CAPSULES 30CAPSULES,AIRTECFB100,CAPSULES, BOTTLE OF 30 CAPSULES
373,786,786,AIRTEC FB 200 CAPSULES 30CAPSULES,AIRTECFB200,CAPSULES, BOTTLE OF 30 CAPSULES
374,788,788,AIRTEC FB 400 CAPSULES 30CAPSULES,AIRTECFB400,CAPSULES, BOTTLE OF 30 CAPSULES
375,784,784,AIRTEC FB 100 CAPSULES 30CAPSULES,AIRTECFB100,CAPSULES, BOTTLE OF 30 CAPSULES
376,786,786,AIRTEC FB 200 CAPSULES 30CAPSULES,AIRTECFB200,CAPSULES, BOTTLE OF 30 CAPSULES
377,788,788,AIRTEC FB 400 CAPSULES 30CAPSULES,AIRTECFB400,CAPSULES, BOTTLE OF 30 CAPSULES
378,784,784,AIRTEC FB 100 CAPSULES 30CAPSULES,AIRTECFB100,CAPSULES, PACK OF 1 METERED DOSES INHALER
379,786,786,AIRTEC FB 200 CAPSULES 30CAPSULES,AIRTECFB200,CAPSULES, PACK OF 1 METERED DOSES INHALER
380,788,788,AIRTEC FB 400 CAPSULES 30CAPSULES,AIRTECFB400,CAPSULES, PACK OF 1 METERED DOSES INHALER
381,807,807,AIRZ 25F CAPSULES 30^S,AIRZ25F,CAPSULES STRIP OF 30, BOTTLE OF 30 CAPSULES
382,813,813,AIRZ-F CAPSULES 30^S,AIRZ-F,CAPSULES STRIP OF 30, BOTTLE OF 30 CAPSULES
383,814,814,AISA TABLETS 10^S,AISA,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
384,814,814,AISA TABLETS 10^S,AISA,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
385,818,818,AKAIR LC SYRUP 60ML,AKAIRLC,SYRUP 60ML, STRIP OF 10 TABLETS
386,819,819,AKAIR LC TABLETS 10S,AKAIRLC,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
387,828,828,AKT-3 TABLETS 2^,AKT-3,TABLETS 2^,5 STRIP OF 1 TABLET AND 1 CAPSULE
388,832,832,AKUBLISS SYRUP 60ML,AKUBLISS,SYRUP 60ML, BOTTLE OF 60ML ORAL SOLUTION
389,833,833,AKUBLISS TABLETS 1*10,AKUBLISS,STRIP OF 10 TABLETS, BOTTLE OF 60ML ORAL SOLUTION
390,839,839,AKURIT 3 TABLETS 1*10,AKURIT3,STRIP OF 10 TABLETS, STRIP OF 1 TABLETS
391,841,841,AKURIT TABLETS 6*S,AKURIT,TABLETS 6*S, STRIP OF 1 TABLETS
392,843,843,AL 5 ZYME CAPSULES 10^S,AL5ZYME,STRIP OF 10 CAPSULES, BOTTLE OF 100 ML SYRUP
393,844,844,AL 5 ZYME DROPS 15ML,AL5ZYME,DROPS 15ML, BOTTLE OF 100 ML SYRUP
394,845,845,AL 5 ZYME SYRUP 100ML,AL5ZYME,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
395,843,843,AL 5 ZYME CAPSULES 10^S,AL5ZYME,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
396,844,844,AL 5 ZYME DROPS 15ML,AL5ZYME,DROPS 15ML, STRIP OF 10 CAPSULES
397,845,845,AL 5 ZYME SYRUP 100ML,AL5ZYME,SYRUP 100ML, STRIP OF 10 CAPSULES
398,850,850,ALAFIN TABLETS 10S,ALAFIN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
399,855,855,ALAMIN M FORTE CAPSULES 10^S,ALAMINMFORTE,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
400,855,855,ALAMIN M FORTE CAPSULES 10^S,ALAMINMFORTE,STRIP OF 10 CAPSULES, STRIP OF 15 CAPSULES
401,855,855,ALAMIN M FORTE CAPSULES 10^S,ALAMINMFORTE,STRIP OF 10 CAPSULES, STRIP OF 2X10 CAPSULES
402,867,867,ALASPAN SYRUP 100ML,ALASPAN,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
403,868,868,ALASPAN TABLETS 10S,ALASPAN,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SYRUP
404,869,869,ALASPAN TABLETS 10^S,ALASPAN,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SYRUP
405,867,867,ALASPAN SYRUP 100ML,ALASPAN,SYRUP 100ML, BOTTLE OF 30 ML SYRUP
406,868,868,ALASPAN TABLETS 10S,ALASPAN,STRIP OF 10 TABLETS, BOTTLE OF 30 ML SYRUP
407,869,869,ALASPAN TABLETS 10^S,ALASPAN,STRIP OF 10 TABLETS, BOTTLE OF 30 ML SYRUP
408,867,867,ALASPAN SYRUP 100ML,ALASPAN,SYRUP 100ML, BOTTLE OF 60 ML ORAL SOLUTION
409,868,868,ALASPAN TABLETS 10S,ALASPAN,STRIP OF 10 TABLETS, BOTTLE OF 60 ML ORAL SOLUTION
410,869,869,ALASPAN TABLETS 10^S,ALASPAN,STRIP OF 10 TABLETS, BOTTLE OF 60 ML ORAL SOLUTION
411,867,867,ALASPAN SYRUP 100ML,ALASPAN,SYRUP 100ML, STRIP OF 10 TABLETS
412,868,868,ALASPAN TABLETS 10S,ALASPAN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
413,869,869,ALASPAN TABLETS 10^S,ALASPAN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
414,867,867,ALASPAN SYRUP 100ML,ALASPAN,SYRUP 100ML, STRIP OF 10 TABLETS
415,868,868,ALASPAN TABLETS 10S,ALASPAN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
416,869,869,ALASPAN TABLETS 10^S,ALASPAN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
417,863,863,ALASPAN AG SYRUP 100ML,ALASPANAG,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
418,864,864,ALASPAN AG TABLETS 10^S,ALASPANAG,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SYRUP
419,863,863,ALASPAN AG SYRUP 100ML,ALASPANAG,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
420,864,864,ALASPAN AG TABLETS 10^S,ALASPANAG,STRIP OF 10 TABLETS, BOTTLE OF 60 ML SYRUP
421,865,865,ALASPAN AM TABLETS 1*10,ALASPANAM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
422,866,866,ALASPAN AM TABLETS 10^S,ALASPANAM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
423,874,874,ALBUNIL TABLETS 10S,ALBUNIL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
424,876,876,ALBUTAMOL NEO SYRUP 100ML,ALBUTAMOLNEO,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
425,877,877,ALBUTAMOL NEO SYRUP,ALBUTAMOLNEO,SYRUP, BOTTLE OF 100 ML SYRUP
426,878,878,ALBUTAMOL PLUS SYRUP 100 ML,ALBUTAMOLPLUS,SYRUP 100 ML, STRIP OF 10 TABLETS
427,879,879,ALBUTAMOL PLUS SYRUP $,ALBUTAMOLPLUS,SYRUP $, STRIP OF 10 TABLETS
428,880,880,ALBUTAMOL PLUS TABLETS,ALBUTAMOLPLUS,TABLETS, STRIP OF 10 TABLETS
429,886,886,ALCARNIT TABLETS 12% 1*10,ALCARNIT,TABLETS 12% 1*10, STRIP OF 10 TABLETS
430,898,898,ALCROS 100 CAPSULES 10S,ALCROS100,STRIP OF 10 CAPSULESS, STRIP OF 7 CAPSULES
431,898,898,ALCROS 100 CAPSULES 10S,ALCROS100,STRIP OF 10 CAPSULESS, STRIP OF 10 CAPSULES
432,898,898,ALCROS 100 CAPSULES 10S,ALCROS100,STRIP OF 10 CAPSULESS, STRIP OF 7 CAPSULES
433,899,899,ALCROS 200 CAPSULES 10S,ALCROS200,STRIP OF 10 CAPSULESS, STRIP OF 10 CAPSULES
434,900,900,ALCROS 200 CAPSULES 4^S,ALCROS200,CAPSULES STRIP OF 4, STRIP OF 10 CAPSULES
435,907,907,ALDACTONE 25 TABLETS(I) 15^S,ALDACTONE25,TABLETS(I) STRIP OF 15, STRIP OF 15 TABLETS
436,908,908,ALDACTONE 25 TABLETS 15,ALDACTONE25,TABLETS 15, STRIP OF 15 TABLETS
437,909,909,ALDACTONE 25 TABLETS 15^S,ALDACTONE25,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
438,911,911,ALDACTONE 50 TABLETS(I) 15^S,ALDACTONE50,TABLETS(I) STRIP OF 15, STRIP OF 15 TABLETS
439,912,912,ALDACTONE 50 TABLETS 15^S,ALDACTONE50,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
440,913,913,ALDACTONE 50 TABLETS 15^S,ALDACTONE50,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
441,905,905,ALDACTONE 100 TABLETS 15,ALDACTONE100,TABLETS 15, STRIP OF 15 TABLETS
442,906,906,ALDACTONE 100 TABLETS 15^S,ALDACTONE100,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
443,907,907,ALDACTONE 25 TABLETS(I) 15^S,ALDACTONE25,TABLETS(I) STRIP OF 15, STRIP OF 15 TABLETS
444,908,908,ALDACTONE 25 TABLETS 15,ALDACTONE25,TABLETS 15, STRIP OF 15 TABLETS
445,909,909,ALDACTONE 25 TABLETS 15^S,ALDACTONE25,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
446,911,911,ALDACTONE 50 TABLETS(I) 15^S,ALDACTONE50,TABLETS(I) STRIP OF 15, STRIP OF 15 TABLETS
447,912,912,ALDACTONE 50 TABLETS 15^S,ALDACTONE50,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
448,913,913,ALDACTONE 50 TABLETS 15^S,ALDACTONE50,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
